experiment,users,category,n,ttft_mean,ttft_p50,ttft_p95,ttft_p99,tpot_mean,tpot_p50,tpot_p99,e2e_mean,e2e_p50,e2e_p99,itl_p50_mean,itl_p99_mean,output_tokens
qwen3_kv_cache_auto,128,short,4,36129.78795424715,296.9223959953524,122192.63403204709,139394.4601248071,119.7150842745275,115.23383158807476,150.34069516163035,63407.450507998874,47326.05856800001,152769.67568942002,87.17030237585277,662.0290881247951,1068
qwen3_kv_cache_fp8,16,long,104,486.30987285531984,398.00515900424216,735.3645951479848,3964.6703247311198,52.65497445739994,52.399770159965385,70.64390838591247,50228.01782673055,48378.89310149694,121145.34307748267,48.54186950492826,166.80583507977747,98440
qwen3_kv_cache_fp8,16,medium,10,1264.0985614008966,151.7962029975024,6293.114889950799,10291.247878791037,55.815690955462955,53.303576904037925,74.35897222552885,18137.53905860067,14447.159794497566,45739.66265655472,46.70430775004206,183.15190727556202,3106
qwen3_kv_cache_fp8,16,short,1,143.6070080017089,143.6070080017089,143.6070080017089,143.6070080017089,53.40415787486563,53.40415787486563,53.40415787486563,570.840271000634,570.840271000634,570.840271000634,47.284954500355525,48.58998260286171,9
qwen3_kv_cache_fp8,32,long,205,398.8219043613332,375.8816539993859,738.6467593998531,896.5148892445727,65.08704436350142,65.6074212080285,73.38691148466165,54502.58655236078,49711.55990999978,193646.584204681,58.12596193402608,321.41831862156573,170936
qwen3_kv_cache_fp8,32,medium,11,256.8506565459591,179.39668799954234,632.8675190015929,797.204283802421,67.27101648569361,65.22615748126427,101.98740717928476,23226.553242000755,18712.058680001064,54556.15507280018,56.810257635912755,312.97886499220294,4013
qwen3_kv_cache_fp8,32,short,8,205.86757400087663,182.10201600231812,298.36404984853283,316.3051979686861,77.80627944409495,69.56532225153764,121.56006531067607,10802.771087750443,4547.861106999335,49234.89551128236,58.67562399862436,288.59499896423586,1242
qwen3_kv_cache_fp8,64,long,296,451.0259981792154,435.13990599967656,829.2789477491169,946.9988669530725,91.66950250409538,93.42398298735381,120.2433565500282,76759.26164400342,74509.41935350056,208619.79367725205,78.49111400345636,397.7903463102485,254834
qwen3_kv_cache_fp8,64,medium,25,262.00713112019,250.36039499536855,390.1785001973619,496.8442625168243,90.820472745653,94.75120911389575,104.55435626423541,33745.02781920077,23344.50257100252,123582.10706127952,77.12343327904819,370.47793472149925,9121
qwen3_kv_cache_fp8,64,short,8,270.5022581267258,242.5834650020988,452.8364122008497,477.2803304409899,95.70492500923376,94.49081143232357,121.984286602729,6324.610481251511,2766.378171501856,27011.73121486055,74.18834574855282,264.9298641166568,524
qwen3_kv_cache_fp8,128,long,364,30257.088294398312,35927.97838000115,63775.760524297584,69685.62669340929,125.25358474326383,124.39003350151057,206.1229957755818,131199.92792500288,131398.64113699878,316643.1638983388,96.09284700430985,457.5765509167239,309494
qwen3_kv_cache_fp8,128,medium,30,31884.438352766545,37957.52225799879,56036.12006500297,58207.885616143394,136.54445624069365,128.97170076786614,271.1224157951533,90049.18229140021,82557.79917149994,157656.50210169202,102.56971005013231,459.23437731887446,13691
qwen3_kv_cache_fp8,128,short,4,22540.914639999755,27213.244401998963,34475.038125352876,34678.64470187313,387.22054738109256,216.9817152000178,965.6865594305376,49150.19658200072,34359.72902300273,121808.26324605949,115.4079641264616,1829.1283042845862,762
